id,name,album,artists,main_artist,genres,year,release_date,popularity,explicit,record_label,playlists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
7mixpZVqU8AWHvSqOL0wKy,HEAVENLY JUMPSTYLE - Slowed,HEAVENLY JUMPSTYLE,TWXNY;Sxilwix;INNXCENCE,TWXNY,"phonk,brazilian phonk",2025,2025-11-28,70,0,0to8,Phonk,0.672,0.91,11,-2.541,0,0.0473,0.228,5.24e-05,0.286,0.7,115.831,4,128477
4lXsvpjLhG7YqEehJFqpKV,TIKI TIKI - Slowed,TIKI TIKI,QMIIR;SALIMA CHICA,QMIIR,"phonk,brazilian phonk,kizomba",2025,2025-12-12,82,0,volume100,Phonk,0.686,0.85,4,-2.753,0,0.0725,0.106,1.63e-06,0.512,0.323,137.998,4,121739
5AelUGt81dd3SYbnYBXmdF,VAI SENTAR - Super Slowed,VAI SENTAR,NEAR DEATH;mc pl alves,NEAR DEATH,"phonk,brazilian phonk,funk carioca,brazilian funk",2025,2025-08-30,60,1,NEAR DEATH,Phonk,0.641,0.869,9,-2.533,1,0.0627,0.0826,0.899,0.328,0.619,178.209,4,92216
3nAWDZR895qtXw7Ij6YQfH,BRISA TE LEVAR - SUPER SLOWED,BRISA TE LEVAR,M4GN,M4GN,"phonk,brazilian phonk",2025,2025-08-08,60,0,broke,Phonk,0.79,0.696,8,-7.151,0,0.0269,0.169,7.69e-05,0.0537,0.562,103.178,4,139560
5IsUgXiIFs4UsRvGhhSNtc,FUNK CRIMINAL - SUPER SLOWED,FUNK CRIMINAL,ICEDMANE;DYSMANE,ICEDMANE,"phonk,brazilian phonk",2025,2025-08-22,47,0,D.Y.S Records,Phonk,0.647,0.939,10,1.079,0,0.0617,0.0189,0.0224,0.21,0.26,96.062,4,104020
5tXdO5gmq40fl5mkFdp1u3,MONTAGEM FUEGO - SUPER SLOWED,MONTAGEM FUEGO,qõke;fenekot;tvoy,qõke,phonk,2025,2025-05-23,66,0,cloudlight,Phonk,0.688,0.9,1,-1.022,1,0.0784,0.000799,0.00016,0.361,0.222,94.006,4,122921
2PG7ykbxu3b0N0gDaOUivA,Phool,Unko Sweater: The Woolen Sweater,Kobid Bazra;Bikesh Bazra;Deepson Putuwar;Kriti Nepali,Kobid Bazra,,2025,2025-06-02,12,0,Naad Music Group,Liked_Songs,0.493,0.216,7,-12.373,1,0.0294,0.72,0.177,0.103,0.295,90.132,3,113076
2XsyfvFIPzyGEYcPRP6Cml,Mayaa - Acoustic,Mayaa (Acoustic),Prince Deukadi,Prince Deukadi,,2025,2025-08-07,46,0,ThunderBolt Records,Liked_Songs,0.524,0.121,7,-15.61,0,0.0362,0.896,0.0,0.078,0.419,112.013,3,141827
6yP0B3DkulVQtVtcgOzVmU,Mithe Ras Se Bharyo Radha Rani Lage,Mithe Ras Se Bharyo Radha Rani Lage,The Bundeli Artists,The Bundeli Artists,"bhajan,devotional",2025,2025-01-16,46,0,[YoungTunez Digital Media] The Bundeli Artists,Liked_Songs,0.642,0.709,1,-10.928,0,0.0749,0.788,0.0284,0.391,0.788,80.419,4,278799
1md3lGhPmFBgpdmoM2SbGs,Ma Haraye,Ma Haraye,Subodh KC,Subodh KC,,2025,2025-07-09,52,0,Sansic Productions,Liked_Songs,0.644,0.319,11,-15.667,1,0.0339,0.476,0.00327,0.25,0.35,122.025,4,213589
7vg9noSnFEyPfwLiaCW4vi,NO BATIDÃO,NO BATIDÃO,ZXKAI;slxughter,ZXKAI,"phonk,brazilian phonk",2025,2025-09-05,86,1,ZXKAI,Phonk,0.642,0.957,1,1.181,1,0.046,0.14,6.91e-05,0.17,0.889,130.056,4,89745
3Yju0AQsjm06w7Q53xt4Ht,X-COOL! - Slowed,X-COOL!,tienanh109;HDN;MC K3,tienanh109,"phonk,brazilian phonk",2025,2025-09-19,67,0,TAZ8 Records,Phonk,0.69,0.976,7,1.255,1,0.141,0.112,0.000982,0.777,0.182,115.894,4,115976
2NVGVvibqKnRLhKYjYKtuK,MATADORA - Slowed,MATADORA,DJ Asul,DJ Asul,"phonk,brazilian phonk,funk",2025,2025-09-19,71,0,INTERTONE,Phonk,0.701,0.886,3,-0.625,0,0.138,0.203,0.0,0.31,0.539,116.119,4,99468
2Ua1gdg52itBvIelrsR0lj,SAY SOMETHING,SAY SOMETHING,Klo,Klo,"stutter house,uk garage",2025,2025-12-05,46,0,Gotta Move,Phonk,0.764,0.835,11,-5.982,0,0.065,0.000843,0.133,0.31,0.126,139.986,4,171428
0wBEhigJC6Zts0uwTQbFJh,MEMORIZING,MEMORIZING,DJ DELACROIX;OXXED;Wintherduud,DJ DELACROIX,"phonk,brazilian phonk",2025,2025-08-08,69,0,Entity Music,Phonk,0.914,0.577,1,-6.684,1,0.0702,0.69,0.946,0.101,0.465,104.999,4,99279
62JWbd7wXwfHTVOA8lSoSF,MONTAGEM ALUCINANTE,MONTAGEM ALUCINANTE,DJ ORBITAL;Rushex;mc pl alves,DJ ORBITAL,"phonk,brazilian phonk,funk carioca,brazilian funk",2025,2025-04-01,74,0,broke,Phonk,0.823,0.897,4,-0.477,1,0.0619,0.528,0.853,0.131,0.335,130.009,4,170650
6RM6SBmaiv1ouUxh9nmQLj,Easter Pink,Easter Pink,fakemink,fakemink,cloud rap,2025,2025-01-17,72,1,EtnaVeraVela,Phonk,0.619,0.824,5,-7.437,1,0.0459,0.00535,0.719,0.388,0.32,116.072,4,84846
28EGa1V5vxlomSmf9gfdYe,Blissful,Late Nights,Txmy,Txmy,,2025,2025-07-02,62,0,TXMY,Soothing,0.343,0.359,6,-15.176,0,0.0325,0.694,0.977,0.215,0.287,102.585,3,112991
7sKCIyN4Sdeo7OBBUeMCfy,Voodoo,Voodoo,Martin Garrix;R3HAB;Skytech,Martin Garrix,"edm,progressive house,electronica,slap house,big room",2025,2025-09-19,59,0,STMPD RCRDS,Phonk,0.604,0.942,1,-3.898,1,0.145,0.00724,0.00811,0.0506,0.229,129.98,4,169326
13IFfr6kVUSLb19xnQjMk6,Section,Section,LYNY,LYNY,bass music,2025,2025-07-25,53,0,Noxious Recordings,Phonk,0.594,0.87,8,-3.826,1,0.0537,0.0719,0.000194,0.655,0.3,139.933,4,174857
2ArJQMLkBexzAKVz3QbYsd,Lua Pegado - Slowed,Lua Pegado,Chilx;Rubikdice;Obviousgod,Chilx,"phonk,brazilian phonk",2025,2025-07-11,59,0,Magic Records,Phonk,0.645,0.906,8,-2.152,0,0.0337,0.000194,0.0605,0.134,0.501,121.449,4,113081
1eVy7Ppe6uyuj0MUgO7lM4,Dark Red - Funk,Dark Red (Funk),ZMAJOR;SEKIMANE;dearukia;zxnc,ZMAJOR,"phonk,brazilian phonk,funk",2025,2025-10-08,64,0,Steve Lacy,Phonk,0.831,0.952,8,-1.552,1,0.179,0.244,0.024,0.324,0.719,109.915,4,104879
1jkqC2F17O5BugrmUj9KvO,COM MEDO!,COM MEDO!,Sayfalse;Scythermane,Sayfalse,"phonk,brazilian phonk,funk",2025,2025-03-06,13,0,PCR / Zime Media AB,Phonk,0.729,0.97,1,-1.334,0,0.0382,0.139,0.00106,0.0882,0.114,125.007,4,69736
344ilORk7mOQH1BbiufL9w,RITMO DE VERAO - SLOWED,RITMO DE VERAO,GXMZ;SEKIMANE;Repsaj,GXMZ,"phonk,brazilian phonk,funk",2025,2025-03-07,67,1,GXMZ,Phonk,0.806,0.49,7,-6.395,1,0.127,0.175,4.99e-05,0.0843,0.308,82.518,4,99194
2sQsgq7QJqGCJ1HsZcORvT,"Finding Her (Female Version) (From ""UR Debut"")",Finding Her (Female Version),Tanishka Bahl;Kushagra;Bharath;Saaheal,Tanishka Bahl,"indian indie,hindi indie,desi pop,hindi pop",2025,2025-08-18,68,0,EYP Creations,Indie_Beats,0.446,0.343,4,-13.345,0,0.213,0.929,2.6e-06,0.172,0.362,170.051,3,206735
4bRgPiewooIntAQfPx4sCG,OLHA MENSAGEM,OLHA MENSAGEM,SEKIMANE;Scythermane;NXGHT!;DJ DYLANFK;KGJ,SEKIMANE,"phonk,brazilian phonk,funk",2025,2025-04-16,67,0,PCR / 0to8,Phonk,0.701,0.998,11,1.765,0,0.0614,0.379,0.239,0.349,0.6,112.015,4,100714
4gtz0OTJdBWZReh77LgBJT,MONTAGEM VOZES TALENTINHO - Super Slowed,MONTAGEM VOZES TALENTINHO,heapper;DJ JUAN;Mc Luizinho,heapper,"phonk,brazilian phonk,funk",2025,2025-08-08,70,0,0to8,Phonk,0.83,0.706,6,-6.058,0,0.0723,0.324,0.189,0.645,0.822,105.978,4,101928
4NH7KpFmBfE5yskuVRDqce,LUZ ROJA - Slowed,LUZ ROJA,bxkq,bxkq,"phonk,brazilian phonk",2025,2025-11-28,80,0,Cresta La Cultura,Phonk,0.63,0.841,6,-1.151,0,0.0286,0.0362,9.26e-06,0.427,0.305,112.238,4,122924
0dCojVSsIPhUy4R1c9OOm5,MONTAGEM AMOSTRA - EDIT VERSION,MONTAGEM AMOSTRA,TRXSHBXY;zarzour;DJ VIBER;WXCHSXN;Mc Kitinho,TRXSHBXY,"phonk,brazilian phonk,funk,brazilian funk",2025,2025-09-09,62,0,VBR,Phonk,0.96,0.692,2,-1.867,1,0.293,0.399,4.31e-06,0.103,0.911,129.974,4,99317
5QBzNJlQArmDHPxEwkPR5Q,FUNK CRIMINAL - SLOWED,FUNK CRIMINAL,ICEDMANE;DYSMANE,ICEDMANE,"phonk,brazilian phonk",2025,2025-08-22,75,0,D.Y.S Records,Phonk,0.663,0.94,10,1.284,1,0.0526,0.0113,0.0328,0.266,0.424,108.194,4,92462
397jCX8wRPKsSZTDcAUccg,NADA DE NADA,NADA DE NADA,KVRXD;MAXPVNK;DJ RITMO DIVINO,KVRXD,"phonk,brazilian phonk",2025,2025-04-04,63,0,Decliped,Phonk,0.772,0.943,10,-2.662,1,0.0342,0.171,0.945,0.135,0.648,129.901,4,68312
2TRBDAcApCXLIbqoFD8q14,SENTA MARIA VAI X BEAT ABSURDO - Slowed,SENTA MARIA VAI X BEAT ABSURDO,IMARO;DJ EXE;Mc Furdunço;MC Gil Do Andaraí,IMARO,"phonk,brazilian phonk",2025,2025-01-10,62,1,void,Phonk,0.662,0.881,10,2.561,0,0.468,0.45,0.0,0.0717,0.58,124.611,4,111602
2XLTGdWBAeuUmXEUPy19Kg,BELONG TO ME FUNK,BELONG TO ME FUNK,Sayfalse;SNXP;ßino,Sayfalse,"phonk,brazilian phonk,funk",2025,2025-08-08,67,0,Sketch Music LLC,Phonk,0.507,0.973,1,0.225,1,0.193,0.462,0.0175,0.225,0.347,114.451,4,98013
0AVvy2eRQas5xX2EOk3G9h,YOSHO HAI MONTAGEM,YOSHO HAI MONTAGEM,Torbahed;ZODIVK;Y3LLAVISION,Torbahed,"phonk,brazilian phonk,drift phonk",2025,2025-08-14,65,0,MNRC,Phonk,0.601,0.917,3,-6.786,0,0.0473,0.0861,0.149,0.191,0.792,130.073,4,83995
4iRGOPSFgEFOphkqY6ryCC,LUA NA PRAÇA,LUA NA PRAÇA,Dj Samir;DJ Zarek;DJ DUDA;LUNxdiE,Dj Samir,"phonk,brazilian phonk,funk",2025,2025-09-04,75,0,Lunar Media / Zime Media AB,Phonk,0.551,0.86,1,-2.084,0,0.0439,0.0284,4.19e-05,0.179,0.422,131.998,4,88641
0qheD9ZwdmVKu5ktHXFbb0,Andaaz e Karam,Andaaz e Karam,Madhur Sharma;Moin;ER,Madhur Sharma,"qawwali,sufi,ghazal,desi pop",2025,2025-10-17,77,0,Universal Music India Pvt Ltd.,Indie_Beats,0.298,0.693,1,-6.424,0,0.046,0.725,0.000259,0.131,0.481,83.923,4,437679
3VFySvZMSn4z4X4YDDQb0H,NUNCA MUDA?,NUNCA MUDA?,Scythermane;NXGHT!;MC Fabinho da Osk,Scythermane,"phonk,brazilian phonk,funk,funk de bh,brazilian funk,brega funk",2025,2025-01-09,74,0,Purple Crunch Records,Phonk,0.89,0.955,11,-4.03,0,0.0434,0.494,0.689,0.136,0.0941,130.061,4,81500
3MPNlK986yp4QOFBChLeEJ,MONTAGEM RELACIONISTA JUDICIAL RKT - Super Slowed,MONTAGEM RELACIONISTA JUDICIAL RKT,DJ Raulipues;DJ SILVER ZN;DJ MZK 07,DJ Raulipues,"phonk,brazilian phonk,funk",2025,2025-04-26,62,0,0to8,Phonk,0.773,0.649,5,-0.689,0,0.093,0.593,0.951,0.0617,0.961,136.517,4,71025
4Td5Zqi4XzkMdesiBJRZTh,AKAI - Slowed,UDIXSTATE,UdieNnx;HXVSAGE;Mc Luizinho,UdieNnx,"phonk,brazilian phonk,drift phonk",2025,2025-06-13,72,0,0to8,Phonk,0.364,0.391,10,-12.507,1,0.0434,0.337,0.825,0.12,0.106,129.632,5,96527
4KrCHZiwOdVfRFCvEAiZVX,Badan Pe Sitare,Badan Pe Sitare,Sanam,Sanam,"hindi pop,desi pop",2025,2025-09-02,48,0,Saregama India Ltd,Samui,0.724,0.68,0,-4.456,1,0.0394,0.134,0.0,0.0908,0.755,112.056,4,168593
0RwKLSlLp4TQnl9PDWQLA3,SENTE MAIS - SUPER SLOWED,SENTE MAIS,Eternxlkz,Eternxlkz,"phonk,brazilian phonk",2025,2025-08-01,70,1,Eternxlkz,Phonk,0.591,0.793,11,-8.907,1,0.052,0.117,0.642,0.206,0.137,90.997,4,171703
5YrYtmoQriUuzSe9mNm6nB,MONTAGEM SOLETRAR - Ultra Slowed,MONTAGEM SOLETRAR,cape;prodbydxm;DJ FallThox,cape,"phonk,brazilian phonk,funk",2025,2025-09-17,55,0,0to8,Phonk,0.84,0.63,7,-4.259,1,0.0932,0.361,3.1e-05,0.106,0.526,91.905,4,125322
0ohrlCezHgpQlKrjh2wcIP,BELONG TO ME FUNK - Slowed,BELONG TO ME FUNK,Sayfalse;SNXP;ßino,Sayfalse,"phonk,brazilian phonk,funk",2025,2025-08-08,26,0,Sketch Music LLC,Phonk,0.552,0.968,5,0.154,0,0.193,0.43,0.0135,0.181,0.348,110.67,4,103790
4qv2RLROjDDmnVTeVHVmpy,FINA LANA,FINA LANA,6YNTHMANE;LXGHTXNG,6YNTHMANE,"phonk,brazilian phonk",2025,2025-04-18,69,0,6YNTHMANE,Phonk,0.807,0.764,9,-5.205,0,0.103,0.404,1.31e-05,0.146,0.443,100.069,4,77206
0GecnrwlbhYKU0occvdJPs,ACIDO III - Slowed,ACIDO III,UdieNnx;Mc Denny,UdieNnx,"phonk,brazilian phonk",2025,2025-10-24,76,0,0to8,Phonk,0.38,0.498,7,-8.494,0,0.0301,0.273,0.87,0.211,0.0896,115.1,4,93918
1iXHMGEhao7k5CwNH6btpZ,BOUNCE FUNK,BOUNCE FUNK,SAPFIR,SAPFIR,"phonk,brazilian phonk",2025,2025-01-22,66,0,SAPFIR,Phonk,0.794,0.893,4,-1.718,0,0.0944,0.0601,0.0228,0.0728,0.928,186.025,3,81290
7wkwp0UHOtT0l7HGAUeHDT,maldito movimiento,maldito movimiento,DJ ORBITAL,DJ ORBITAL,"phonk,brazilian phonk",2025,2025-06-06,63,0,broke,Phonk,0.68,0.903,10,-1.331,0,0.0378,0.0407,0.776,0.193,0.31,130.1,4,114207
13NAeRzbToBGfzyP4IAZmA,Binu Pad Chalae Sunai Binu Kaana,Binu Pad Chalae Sunai Binu Kaana,Shashwat Ji Maharaj,Shashwat Ji Maharaj,bhajan,2025,2025-09-11,8,0,Shashwat Ji Maharaj Official,Liked_Songs,0.468,0.515,3,-12.752,1,0.0554,0.548,0.0,0.356,0.846,144.509,4,143909
6m43GrgDJFDWeRTBkIv3Ue,Khwabo Ka Shayar,Khwabo Ka Shayar,Piyush Chouhan;Shriyanshi Gupta,Piyush Chouhan,hindi indie,2025,2025-11-11,49,0,Novice Records LLC,Indie_Beats,0.612,0.335,1,-12.427,1,0.154,0.623,2.33e-06,0.688,0.833,116.333,4,187200
00DxTUDK5maAckhUSYBaBn,Chalo Door Kahin,Chalo Door Kahin,Samar Jafri,Samar Jafri,desi,2025,2025-10-19,67,0,Samar Jafri,Indie_Beats,0.368,0.325,1,-10.413,0,0.0333,0.703,0.000249,0.0965,0.113,76.9,4,158961
0cDAMFd6MoOCEVzJGaOcp5,Aashiq Awara,Aashiq Awara,Banjaare,Banjaare,haryanvi pop,2025,2025-04-20,58,0,Banjaare,Indie_Beats,0.875,0.461,1,-9.807,0,0.0662,0.434,0.000254,0.165,0.976,113.98,4,138947
42YjWl3S5zmWACpMuADRcX,Sapna,Sapna,Sanket Durgade;Shriya Phatak,Sanket Durgade,"indian indie,hindi indie",2025,2025-06-10,21,0,Melo,Indie_Beats,0.324,0.248,5,-11.687,1,0.0307,0.793,0.00022,0.0857,0.355,122.663,3,209006
0lp3WWhjxFVUht81AQmWX8,Majboor,Majboor,Sheheryar Rehan;Zoha Waseem,Sheheryar Rehan,,2025,2025-09-11,82,0,Chakor,Indie_Beats,0.787,0.488,4,-8.537,0,0.308,0.716,9.13e-06,0.144,0.368,89.999,4,145333
2kdLpMajZ2VoKEAv9nGsUz,Kaahe Mose,Kaahe Mose,Garvit - Priyansh;Garvit Soni;Priyansh Srivastava,Garvit - Priyansh,"indian indie,hindi indie",2025,2025-10-15,66,0,T-Series,Indie_Beats,0.572,0.569,2,-7.982,1,0.0312,0.0428,0.0,0.236,0.292,108.049,4,219097
1iiVX4OJ6vo3a4sT3Fe7Ix,"Qayde Se (From ""Metro ... In Dino"")","Qayde Se (From ""Metro ... In Dino"")",Pritam;Arijit Singh;Amitabh Bhattacharya,Pritam,"bollywood,hindi pop,desi,bangla pop",2025,2025-07-01,69,0,T-Series,Indie_Beats,0.328,0.492,9,-9.317,1,0.052,0.948,0.00129,0.154,0.424,96.248,4,215075
0wHYuCTWPntEgWiUVED4wB,Aarzu,Aarzu,Noor;Khan;Madhurxo,Noor,hindi indie,2025,2025-12-31,82,0,Universal Music India Pvt Ltd.,Indie_Beats,0.694,0.384,1,-12.613,0,0.146,0.673,0.0024,0.356,0.377,105.019,4,187567
62G4WNFaG4HlsD5it4kgsw,Theher Ja,Theher Ja,Garvit - Priyansh;Garvit Soni;Priyansh Srivastava;Aniket Shukla,Garvit - Priyansh,"indian indie,hindi indie",2025,2025-12-18,62,0,T-Series,Indie_Beats,0.468,0.246,4,-10.564,1,0.0284,0.902,0.0,0.0991,0.361,140.381,3,249062
3PbjRHCyZmK84h0qMMIRPw,Baarish Mein Phir,Baarish Mein Phir,Saahel,Saahel,"hindi indie,indian indie",2025,2025-08-01,66,0,Universal Music India Pvt. Ltd. (on behalf of Saahel),Indie_Beats,0.642,0.612,5,-6.846,0,0.0359,0.527,0.00043,0.258,0.144,132.997,4,176954
4CRqeGDZZ9IgvrfkAnbv57,花,Pre: Prema,Fujii Kaze,Fujii Kaze,j-pop,2025,2025-09-05,68,0,Universal Music LLC,Liked_Songs,0.759,0.712,5,-8.156,0,0.0417,0.129,0.0095,0.259,0.649,123.029,4,249705
6f1quGoa3yMxvvhBWg5LF3,CALA BOCA PXTA - Slowed,CALA BOCA PXTA,2KE,2KE,"phonk,brazilian phonk",2025,2025-07-18,68,0,broke,Phonk,0.912,0.716,7,-6.871,1,0.124,0.0542,0.0593,0.162,0.58,118.187,4,81254
6nJiqVmR1SyAu50GuDenIJ,In My Arms,In My Arms,ILLENIUM;HAYLA,ILLENIUM,"melodic bass,future bass,edm",2025,2025-05-16,57,0,"Illenium, LLC",Phonk,0.428,0.759,7,-2.761,0,0.0433,0.0108,0.0,0.113,0.213,142.075,4,208000
1v6g0O3B9MmLPW8jNKPSQg,Kya Kahein,Kya Kahein,Divyam Sodhi;Khwaab;Tanmay Maheshwari,Divyam Sodhi,"ghazal,indian indie,hindi indie",2025,2025-03-19,36,0,"Day One, a division of Sony Music Entertainment India Pvt. Ltd.",Indie_Beats,0.534,0.237,4,-13.074,1,0.0327,0.848,0.000283,0.118,0.296,135.781,4,187342
0Q9rHyEG7lME4y2Fqtuxgl,bargad,bargad,sufr;Arpit Bala;toorjo dey,sufr,"hindi indie,indian indie,desi,desi hip hop,hindi hip hop",2025,2025-08-24,73,0,Sony Music India / Brown,Indie_Beats,0.378,0.715,10,-4.303,1,0.224,0.294,0.0,0.331,0.6,76.244,4,175384
3f8BOuhgdcyp17FXq1sIe3,Saajan,Saajan,Sawhneyboi,Sawhneyboi,malayalam hip hop,2025,2025-07-01,26,0,Sawhneyboi Music,Indie_Beats,0.852,0.376,9,-12.661,0,0.105,0.23,0.895,0.0883,0.316,108.036,4,131116
5ThyDv6aRVU8AH4vXQNldF,Finding Her,Finding Her,Kushagra;Bharath;Saaheal,Kushagra,"indian indie,hindi indie,desi pop,hindi pop",2025,2025-01-29,85,0,EYP Creations,Indie_Beats,0.558,0.378,0,-6.419,1,0.0526,0.894,2.32e-06,0.0799,0.44,170.195,3,207000
0S7MLlU27WnE3bwCcDu6Pj,Jhol - Acoustic,Jhol (Acoustic),Maanu;Annural Khalid;Abdullah Siddiqui,Maanu,"indian indie,desi,hindi indie",2025,2025-02-02,1,0,Yain,Indie_Beats,0.542,0.256,0,-13.598,0,0.0484,0.854,0.0,0.0758,0.517,149.537,4,277600
3gixnmepHSsyAuho34rprN,Khat,Khat,Navjot Ahuja,Navjot Ahuja,"hindi indie,indian indie",2025,2025-12-03,86,0,EYP Creations,Indie_Beats,0.593,0.413,4,-10.334,1,0.0352,0.765,0.000232,0.11,0.123,134.989,3,296222
6vH6xKa1vh9ihWrLYZAmU8,Banda Kaam Ka,Banda Kaam Ka,Chaar Diwaari;Sanjith Hegde,Chaar Diwaari,"desi hip hop,hindi hip hop,indian indie,hindi indie,kannada pop,sandalwood",2025,2025-11-19,65,0,Universal Music India Pvt Ltd.,Indie_Beats,0.778,0.622,4,-7.839,1,0.18,0.411,1.19e-06,0.549,0.752,114.018,4,248947
3dYnYRTcJSfELlIH3mgNOl,Bolo Bolo,Sweetburn,W.i.S.H.;Panther,W.i.S.H.,"indian indie,desi pop,desi hip hop,hindi hip hop",2025,2025-08-10,49,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.807,0.712,6,-4.678,0,0.107,0.401,1.41e-05,0.0907,0.833,102.993,4,237378
0febwTwLDSZzrt46i1RBF5,Ishqa Ve,Ishqa Ve,Zeeshan Ali;Yuvraj Tung;Sandeep Aulakh;Honey Dhillon,Zeeshan Ali,"ghazal,qawwali,sufi",2025,2025-08-20,80,0,OpenMic Studios,Indie_Beats,0.651,0.458,10,-5.74,0,0.187,0.611,0.0,0.097,0.916,169.913,3,207102
3zWjGsp01XjvmDbLJLL0Zy,AL NACER! - Slowed,AL NACER!,Sayfalse;Nulteex,Sayfalse,"phonk,brazilian phonk,funk",2025,2025-04-25,70,0,PCR,Phonk,0.676,0.956,8,-2.104,1,0.0286,0.0146,7.28e-05,0.215,0.282,109.329,4,122901
1LyaI3jZeW09ztCOxp1iGp,She was my best moment,Dude - Side A (Original Score),Sai Abhyankkar,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2025,2025-12-02,53,0,Think Music,Southie,0.303,0.316,6,-12.034,1,0.0337,0.975,0.969,0.101,0.213,87.177,4,72000
6EzB9lIW27iSTd0c2V4t3K,"Oorum Blood - From ""Dude""","Oorum Blood (From ""Dude"")",Sai Abhyankkar;Paal Dabba;Bhumi;Deepthi Suresh,Sai Abhyankkar,"tamil indie,tamil pop,kollywood,tamil hip hop,tamil dance,malayalam hip hop",2025,2025-08-28,76,0,Think Music,Southie,0.698,0.631,10,-8.706,0,0.0522,0.356,0.0,0.16,0.515,129.987,4,240107
28AuFW2F7zQY9uDfcHxrVZ,Dude – Orchestral Suite,Dude - Side A (Original Score),Sai Abhyankkar,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2025,2025-12-02,62,0,Think Music,Southie,0.194,0.434,4,-9.246,1,0.032,0.936,0.879,0.0972,0.22,141.285,3,125538
47188BdXm97yzy3UuAGktR,The sacrifice,Dude - Side A (Original Score),Sai Abhyankkar,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2025,2025-12-02,42,0,Think Music,Southie,0.21,0.193,6,-16.703,0,0.0345,0.965,0.953,0.226,0.0375,93.736,4,55384
6PquoDUmNQpYa7ndyjUDWz,The metro proposal,Dude - Side A (Original Score),Sai Abhyankkar,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2025,2025-12-02,66,0,Think Music,Southie,0.303,0.26,6,-14.911,1,0.0435,0.977,0.897,0.0998,0.263,78.804,4,162896
4WYoahT0BqwCHwssPdnR7y,Kannukulla (Reprise),Dude (Original Motion Picture Soundtrack),Sai Abhyankkar;Adesh Krishna,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2025,2025-10-26,66,0,Think Music,Southie,0.497,0.462,6,-7.841,1,0.0322,0.681,0.0,0.128,0.3,87.052,4,274374
0pxE2MKJnBMR9c0giy7v5J,Singari,Dude (Original Motion Picture Soundtrack),Sai Abhyankkar;Pradeep Ranganathan;Sai Smriti;Semv.iii,Sai Abhyankkar,"tamil indie,tamil pop,kollywood,tamil dance,tamil hip hop",2025,2025-10-26,71,0,Think Music,Southie,0.853,0.761,8,-5.383,0,0.18,0.21,0.0,0.152,0.86,120.033,4,208000
3bTnREOf1CyY4Gz5jfHUiI,"Vazhithunaiye - From ""Dragon""","Vazhithunaiye (From ""Dragon"")",Leon James;Sid Sriram;Sanjana Kalmanje,Leon James,"tamil pop,kollywood,tollywood,telugu pop,tamil dance",2025,2025-01-13,70,0,Think Music,Southie,0.652,0.889,1,-5.434,0,0.137,0.298,0.0,0.173,0.71,104.848,4,218285
1CQ7sRQeHw1xIzLSOkGXHn,Tulasi,Tulasi,Sumedh K;Sumant Shridhar,Sumedh K,"kannada pop,sandalwood,devotional",2025,2025-12-15,68,0,Sumedh Kallapur,Southie,0.518,0.419,11,-13.698,0,0.0357,0.657,0.000348,0.126,0.314,116.475,4,213241
5q1ID9MbLbxTTD5ODjmYR8,MONTAGEM RUGADA - Slowed,MONTAGEM RUGADA,cape;JXNDRO;Sayfalse,cape,"phonk,brazilian phonk,funk",2025,2025-08-27,66,0,Zime Media AB,Phonk,0.549,0.971,0,-1.69,0,0.0517,0.0227,5.31e-06,0.22,0.602,116.042,4,103697
5JAtlL8M4CyF9gbgd9jUab,oknottobeok,oknottobeok,okgiorgio,okgiorgio,stutter house,2025,2025-06-06,36,0,Fast Friends,Phonk,0.611,0.882,5,-7.115,1,0.0562,0.000551,0.206,0.255,0.278,148.01,4,204788
32pft0qBzkFf1yPWnftm4Z,MAMA MA,MAMA MA,SXLLX;Oliveira Mc 011,SXLLX,"phonk,brazilian phonk,funk bruxaria",2025,2025-08-21,63,1,broke,Phonk,0.669,0.808,8,-4.567,0,0.0458,0.357,0.466,0.116,0.455,130.144,4,73259
2YlgW0hIG64ldygDbGp4HM,MONTAGEM BUDA - Slowed + Reverb,MONTAGEM BUDA,DYGO,DYGO,"phonk,brazilian phonk",2025,2025-02-14,71,0,Sketch Music,Phonk,0.762,0.793,1,-2.398,1,0.0384,0.0191,0.821,0.211,0.21,109.924,4,96545
2fLCa4HIS9om4iMCHuv4k8,Lua Pegado,Lua Pegado,Chilx;Rubikdice;Obviousgod,Chilx,"phonk,brazilian phonk",2025,2025-07-11,65,0,Magic Records,Phonk,0.617,0.909,9,-2.173,0,0.0415,0.00018,0.16,0.0589,0.435,129.975,4,105697
4kyDzE3UwJLoT3iImSh9Tj,FUNK SIGILO - ULTRA SLOWED,FUNK SIGILO,h6itam,h6itam,"phonk,brazilian phonk,funk",2025,2025-03-14,74,1,h6itam,Phonk,0.729,0.935,7,-3.791,0,0.0328,0.247,0.513,0.145,0.649,144.257,4,138116
