artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity,count
Sachin Gupta,0.6084999999999999,0.38116666666666665,7.0,-9.9975,0.5,0.030116666666666667,0.633,0.08196195,0.12271666666666668,0.4001666666666666,108.413,4.0,205190.83333333334,44.666666666666664,6
h6itam,0.7080000000000001,0.894,5.666666666666667,-2.4193333333333333,0.3333333333333333,0.06945,0.22366666666666668,0.163180365,0.1605,0.6531666666666667,126.73433333333332,4.0,114219.5,76.33333333333333,6
ICEDMANE,0.5991666666666666,0.9423333333333334,7.333333333333333,0.305,0.3333333333333333,0.05985000000000001,0.06568666666666667,0.08855,0.22978333333333334,0.34850000000000003,116.35066666666667,4.0,114815.0,68.16666666666667,6
Amit Trivedi,0.711,0.5858333333333333,7.0,-7.981000000000001,0.8333333333333334,0.10565000000000001,0.5003333333333334,0.00318485,0.20455,0.6773333333333333,126.94866666666667,3.5,228470.0,30.0,6
ATLXS,0.6508333333333333,0.9215,4.5,-4.508500000000001,0.6666666666666666,0.08211666666666667,0.04529666666666667,0.05244693166666667,0.22966666666666669,0.5513333333333333,123.855,4.0,104263.5,71.5,6
Sujan Chapagain,0.38949999999999996,0.32766666666666666,5.666666666666667,-12.884,1.0,0.0424,0.7818333333333333,0.12478963166666666,0.11728333333333334,0.3788333333333333,122.43483333333332,3.5,251918.0,50.166666666666664,6
A.R. Rahman,0.6396,0.7245999999999999,5.6,-7.4525999999999994,0.8,0.045579999999999996,0.3028,0.0769136,0.14234,0.5987199999999999,121.997,3.8,327665.0,71.0,5
Metito,0.7722,0.5742,4.8,-13.005199999999999,0.6,0.06770000000000001,0.16894,0.8028000000000001,0.0696,0.6918,104.3554,4.0,116470.8,52.8,5
Chilx,0.6762,0.9284000000000001,4.2,-1.7616,0.6,0.10064,0.000607,0.08468,0.09790000000000001,0.4554,110.7844,4.0,104798.6,70.0,5
DJ Asul,0.6487999999999999,0.9109999999999999,6.8,-0.6822,0.4,0.07176,0.17432,0.013958606000000002,0.3024,0.617,123.99540000000002,4.0,90883.0,71.0,5
B.K. Harinarayanan,0.32399999999999995,0.3478,3.8,-9.745000000000001,1.0,0.0303,0.8486,0.23704,0.10624,0.22039999999999998,146.61419999999998,3.6,184656.8,59.4,5
Mc Menor Do Alvorada,0.7716000000000001,0.8640000000000001,5.6,-1.8994,0.6,0.11188000000000001,0.3718,0.129156438,0.11162000000000001,0.8455999999999999,120.0396,4.0,103037.0,72.6,5
S. D. Burman,0.6626,0.5314,6.2,-7.444800000000001,0.8,0.035199999999999995,0.51634,2.52e-07,0.1316,0.6926,120.56779999999999,3.8,215956.4,50.8,5
Rubikdice,0.6762,0.9284000000000001,4.2,-1.7616,0.6,0.10064,0.000607,0.08468,0.09790000000000001,0.4554,110.7844,4.0,104798.6,70.0,5
DJ Zarek,0.6448,0.7944,5.6,-2.2332,0.0,0.03382,0.17854,0.35084038,0.1183,0.32654,129.07319999999999,4.0,134619.2,66.8,5
Repsaj,0.7694,0.6594,5.6,-4.3854,0.6,0.07564,0.32902,0.15881029800000002,0.12482,0.44820000000000004,135.6654,4.0,95776.6,69.0,5
Pritam,0.469,0.6226,6.2,-7.1450000000000005,0.8,0.0536,0.6758,0.000275976,0.1308,0.49422,89.0436,4.0,282177.6,71.0,5
DJ Javi26,0.6548,0.8474,5.0,-1.9945999999999997,0.2,0.10066000000000001,0.1449,0.0016798,0.23878,0.5856,110.65,4.0,87952.6,71.6,5
Mc Gw,0.7974,0.8946,7.4,-2.0864000000000003,0.2,0.11656,0.25884,0.00991658,0.265,0.7283999999999999,149.8764,4.0,104138.6,68.8,5
Parvatish Pradeep,0.32399999999999995,0.3478,3.8,-9.745000000000001,1.0,0.0303,0.8486,0.23704,0.10624,0.22039999999999998,146.61419999999998,3.6,184656.8,59.4,5
Akanksha Bhandari,0.6304000000000001,0.49820000000000003,6.0,-9.2066,1.0,0.03966,0.609,0.00054642,0.16,0.3126,99.9024,2.8,253942.4,24.2,5
Ariis,0.7512,0.8772,5.0,-0.937,0.4,0.16199999999999998,0.143246,0.371376,0.34198000000000006,0.6058,109.1362,3.8,113693.8,72.2,5
Anuv Jain,0.557,0.311,2.8,-10.9566,0.8,0.03688,0.7140000000000001,0.0,0.14972,0.2586,126.39000000000001,4.2,220753.8,75.2,5
Kavita Seth,0.5559999999999999,0.5810000000000001,5.2,-8.1202,1.0,0.03242,0.32653999999999994,0.012706306,0.18596,0.38639999999999997,108.46459999999999,4.0,314143.8,35.8,5
Vilen,0.485,0.4554,5.4,-8.7854,0.8,0.039659999999999994,0.391,0.004343512,0.22218,0.40199999999999997,134.80720000000002,4.2,228676.8,57.2,5
ArtMandu,0.4182,0.3468,5.4,-12.6344,1.0,0.04492,0.7902,0.000147558,0.12632000000000002,0.42639999999999995,119.5212,3.6,266923.8,52.8,5
Zaeden,0.7807999999999999,0.466,6.0,-8.3358,1.0,0.05282,0.47040000000000004,0.03576694,0.15348,0.7066,117.6298,4.0,155059.8,50.6,5
Jmilton,0.6547499999999999,0.95675,6.75,-2.77,0.5,0.0944,0.097825,0.014985375,0.20625,0.6125,123.89375000000001,4.0,90734.0,71.75,4
Nulteex,0.6930000000000001,0.89975,5.25,-3.52325,0.25,0.035375000000000004,0.0428625,0.2054532,0.1925,0.348,115.26599999999999,4.0,110952.5,70.75,4
Nxxkz,0.598,0.91425,5.0,-1.66275,0.25,0.07150000000000001,0.04557,4.725e-06,0.28925,0.49825,149.04575,4.0,116508.25,68.75,4
Mohammed Rafi,0.7095,0.5002500000000001,5.5,-7.6575,0.75,0.045524999999999996,0.62675,0.04675128,0.153775,0.73475,104.87875,3.75,209513.0,53.75,4
Nyasa,0.598,0.685,5.5,-5.72725,1.0,0.082175,0.40125,1.3104999999999999e-05,0.134,0.626,128.2955,3.75,218622.0,10.75,4
ZXKAI,0.74575,0.944,2.75,0.31675,0.5,0.04905,0.1205,0.022887275,0.19125,0.75075,120.97125,4.0,113337.5,78.0,4
RXDXVIL,0.66525,0.791,2.25,-6.4285,0.25,0.052825,0.069175,0.20558525,0.1385,0.45,112.78675,4.0,111775.75,61.5,4
QMIIR,0.70625,0.7705,6.0,-3.49825,0.0,0.041249999999999995,0.20475,0.4035004075,0.199,0.216175,140.27025,4.0,145584.75,71.5,4
DJ FallThox,0.69875,0.80325,6.5,-1.419,1.0,0.0645,0.20325000000000001,0.0024702500000000002,0.1789,0.36225,123.70375,4.0,96940.5,64.0,4
Jasmine Sandlas,0.78425,0.78075,6.5,-7.212,0.5,0.10062499999999999,0.08142975,0.000620785,0.138625,0.46950000000000003,109.7295,4.0,210064.0,65.75,4
sma$her,0.65325,0.8302499999999999,2.25,-2.00575,0.5,0.0331,0.114025,0.17850347749999998,0.220725,0.58925,112.92825,4.0,73337.5,69.0,4
Vismay Patel,0.69575,0.25975000000000004,4.5,-15.11725,1.0,0.032875,0.747,0.014265700000000001,0.12275,0.37175,106.20775,3.75,184632.25,21.75,4
M4GN,0.723,0.779,6.75,-6.57025,0.5,0.044774999999999995,0.29245,0.0031392250000000003,0.151175,0.6,115.18075,4.0,129092.5,67.25,4
Irshad Kamil,0.606,0.668,7.75,-7.56675,0.5,0.054925,0.17127499999999998,0.00011682500000000001,0.16162500000000002,0.5277499999999999,135.7745,3.5,290845.25,69.75,4
Irokz,0.6055,0.7635000000000001,6.75,-2.47725,0.0,0.035949999999999996,0.17830000000000001,0.63704,0.1535,0.219925,131.67825,4.0,152284.75,65.75,4
Yorushika,0.69725,0.518,3.75,-6.97575,1.0,0.038175,0.42237499999999994,0.00151,0.19195,0.71275,104.75150000000001,4.0,243697.5,68.0,4
Scythermane,0.7657499999999999,0.94025,8.0,-0.8510000000000001,0.0,0.054625,0.29500000000000004,0.24933999999999998,0.16855,0.414025,118.2525,4.0,99266.25,56.75,4
Bikesh Bazra,0.3746666666666667,0.217,7.0,-13.046666666666667,1.0,0.031566666666666666,0.7886666666666667,0.5006666666666667,0.13903333333333331,0.25266666666666665,115.54366666666665,3.0,131424.0,18.0,3
Chaar Diwaari,0.6163333333333334,0.6043333333333333,2.6666666666666665,-6.384333333333333,1.0,0.10773333333333333,0.248,1.0753333333333333e-05,0.511,0.7176666666666667,131.262,3.6666666666666665,325341.0,63.0,3
Sachin-Jigar,0.5479999999999999,0.5593333333333333,5.333333333333333,-8.527333333333333,1.0,0.044533333333333334,0.611,0.0018345666666666665,0.11173333333333334,0.39433333333333337,128.76366666666667,4.0,173999.66666666666,62.666666666666664,3
Salim–Sulaiman,0.42966666666666664,0.7456666666666667,5.666666666666667,-5.085,0.6666666666666666,0.12786666666666666,0.07093333333333333,0.00013033333333333332,0.19266666666666665,0.405,143.07333333333335,4.0,258895.66666666666,1.0,3
Paizo,0.6516666666666667,0.8610000000000001,6.333333333333333,-0.4723333333333333,1.0,0.054933333333333334,0.15066666666666667,0.003283333333333334,0.20319999999999996,0.3076666666666667,134.3033333333333,4.0,87480.0,67.0,3
Kriti Nepali,0.3746666666666667,0.217,7.0,-13.046666666666667,1.0,0.031566666666666666,0.7886666666666667,0.5006666666666667,0.13903333333333331,0.25266666666666665,115.54366666666665,3.0,131424.0,18.0,3
Kushagra,0.48600000000000004,0.312,1.3333333333333333,-11.33,0.6666666666666666,0.10663333333333332,0.8953333333333333,1.6400000000000002e-06,0.1203,0.395,160.039,3.3333333333333335,227245.0,71.66666666666667,3
LUMIX,0.6973333333333334,0.8029999999999999,3.3333333333333335,-5.728999999999999,0.6666666666666666,0.08700000000000001,0.10866666666666668,0.001165,0.13433333333333333,0.442,114.35433333333333,4.0,112950.0,58.0,3
Eternxlkz,0.6216666666666667,0.7680000000000001,7.666666666666667,-5.523,0.6666666666666666,0.04053333333333333,0.15743333333333334,0.7813333333333333,0.1986,0.4106666666666667,116.97333333333334,4.0,137854.66666666666,70.66666666666667,3
Mame Khan,0.6773333333333333,0.5223333333333333,6.333333333333333,-8.693,0.6666666666666666,0.09313333333333333,0.39366666666666666,0.00047766666666666666,0.15696666666666667,0.521,92.01866666666668,4.0,269489.0,22.333333333333332,3
Manna Dey,0.373,0.5076666666666667,3.0,-9.762,0.3333333333333333,0.05106666666666667,0.9313333333333333,0.06453504,0.1821,0.6116666666666667,86.47433333333333,3.3333333333333335,236763.0,51.0,3
Martin Garrix,0.4626666666666666,0.8066666666666666,3.0,-5.798666666666667,1.0,0.07473333333333333,0.25211666666666666,0.25170417666666667,0.11386666666666666,0.24166666666666667,128.99166666666667,4.0,201449.66666666666,62.666666666666664,3
Garvit - Priyansh,0.46900000000000003,0.35366666666666663,2.3333333333333335,-10.378333333333334,1.0,0.0341,0.6169333333333333,0.0,0.15236666666666665,0.32966666666666666,140.612,3.3333333333333335,222282.33333333334,55.0,3
Garvit Soni,0.46900000000000003,0.35366666666666663,2.3333333333333335,-10.378333333333334,1.0,0.0341,0.6169333333333333,0.0,0.15236666666666665,0.32966666666666666,140.612,3.3333333333333335,222282.33333333334,55.0,3
Fujii Kaze,0.564,0.6846666666666666,5.0,-6.593,0.3333333333333333,0.04173333333333334,0.30233333333333334,0.0034353,0.19999999999999998,0.49300000000000005,124.96133333333334,3.6666666666666665,198092.66666666666,69.0,3
GXMZ,0.826,0.448,6.666666666666667,-5.5263333333333335,0.3333333333333333,0.09606666666666668,0.527,0.2646833,0.0857,0.52,144.12433333333334,4.0,86193.66666666667,68.0,3
Asha Bhosle,0.484,0.37966666666666665,3.6666666666666665,-11.891666666666666,1.0,0.0477,0.7966666666666667,0.10100833333333332,0.17886666666666665,0.4976666666666667,125.74033333333334,3.3333333333333335,254439.66666666666,59.0,3
Kobid Bazra,0.3746666666666667,0.217,7.0,-13.046666666666667,1.0,0.031566666666666666,0.7886666666666667,0.5006666666666667,0.13903333333333331,0.25266666666666665,115.54366666666665,3.0,131424.0,18.0,3
Kordhell,0.781,0.975,9.0,-1.1626666666666667,1.0,0.0942,0.023687666666666666,0.28935686666666666,0.0843,0.5376666666666666,110.99466666666666,4.0,126732.33333333333,67.66666666666667,3
Ali Sethi,0.673,0.48133333333333334,11.0,-8.425333333333333,0.6666666666666666,0.0336,0.34223333333333333,1.4e-05,0.1135,0.4206666666666667,117.35233333333333,3.3333333333333335,299292.6666666667,54.333333333333336,3
Aditya A,0.6103333333333333,0.4236666666666667,3.6666666666666665,-9.339,1.0,0.054266666666666664,0.8490000000000001,0.002813333333333333,0.21933333333333335,0.7176666666666667,113.07800000000002,4.0,135699.0,63.333333333333336,3
ZMAJOR,0.8403333333333333,0.7786666666666666,6.333333333333333,-0.9446666666666667,0.6666666666666666,0.11433333333333333,0.328,0.29200719999999997,0.20796666666666666,0.8633333333333333,98.858,4.0,101710.66666666667,48.333333333333336,3
Iqlipse Nova,0.749,0.423,5.666666666666667,-9.840333333333334,1.0,0.052366666666666666,0.5696666666666667,0.0,0.19026666666666667,0.6346666666666666,104.25099999999999,4.0,164310.33333333334,62.333333333333336,3
Aabhas - Shreyas,0.5216666666666666,0.37366666666666665,4.666666666666667,-9.222666666666667,1.0,0.0488,0.7976666666666666,0.0003422333333333334,0.11433333333333333,0.745,118.03833333333334,3.6666666666666665,290466.6666666667,15.0,3
Mc Kaique SP,0.8476666666666667,0.9083333333333333,2.6666666666666665,-0.832,0.3333333333333333,0.05380000000000001,0.10283333333333333,0.24549333333333334,0.21466666666666667,0.685,125.23899999999999,4.0,125814.33333333333,71.0,3
-Prey,0.7479999999999999,0.8733333333333334,5.666666666666667,-1.9400000000000002,0.0,0.11143333333333334,0.12773333333333334,1.3499999999999998e-05,0.2733333333333333,0.6673333333333334,130.54366666666667,4.0,116733.0,45.666666666666664,3
n7san7os,0.7983333333333333,0.8463333333333334,3.0,-2.360333333333333,0.3333333333333333,0.10616666666666667,0.22233333333333336,2.7396666666666665e-05,0.12466666666666666,0.8556666666666667,113.39866666666667,4.0,111427.0,78.33333333333333,3
Mc Staff,0.7896666666666666,0.7879999999999999,3.6666666666666665,-2.179666666666667,0.0,0.032466666666666665,0.29333333333333333,0.08949333333333333,0.0562,0.7486666666666667,120.06766666666665,4.0,87548.0,71.66666666666667,3
Shreya Ghoshal,0.4286666666666667,0.478,5.666666666666667,-8.349333333333332,1.0,0.054233333333333335,0.595,0.0018311666666666665,0.15433333333333332,0.37833333333333335,136.43633333333335,4.0,199183.0,46.666666666666664,3
Sooraj Santhosh,0.4626666666666666,0.2776666666666667,5.666666666666667,-10.247,1.0,0.027433333333333334,0.8889999999999999,0.0324,0.0944,0.17466666666666666,104.95766666666667,4.0,253761.33333333334,60.333333333333336,3
Shilpa Rao,0.5156666666666667,0.568,2.6666666666666665,-6.481000000000001,1.0,0.0363,0.412,0.0001904,0.14033333333333334,0.4483333333333333,111.49566666666668,4.0,406044.3333333333,65.0,3
Shantanu Moitra,0.47733333333333333,0.5626666666666666,5.0,-8.989333333333333,1.0,0.07916666666666668,0.5723333333333334,5.944666666666667e-05,0.11733333333333333,0.5419999999999999,139.0053333333333,3.3333333333333335,287083.6666666667,17.333333333333332,3
ßino,0.6233333333333334,0.8296666666666667,3.3333333333333335,-0.9873333333333334,0.3333333333333333,0.17166666666666666,0.43133333333333335,0.2073333333333333,0.171,0.36999999999999994,123.65933333333334,3.6666666666666665,103730.33333333333,49.666666666666664,3
Akshath,0.6133333333333333,0.4056666666666667,5.0,-8.442,0.3333333333333333,0.030866666666666667,0.7696666666666667,0.010246033333333333,0.17303333333333334,0.4756666666666667,96.39766666666667,4.0,184752.0,54.333333333333336,3
DJ LXILL,0.6516666666666667,0.8610000000000001,6.333333333333333,-0.4723333333333333,1.0,0.054933333333333334,0.15066666666666667,0.003283333333333334,0.20319999999999996,0.3076666666666667,134.3033333333333,4.0,87480.0,67.0,3
Rajat Nagpal,0.5853333333333333,0.5543333333333333,6.666666666666667,-6.888333333333333,0.6666666666666666,0.03663333333333333,0.616,0.0,0.13003333333333333,0.474,139.21233333333336,3.6666666666666665,224380.66666666666,63.0,3
Reble,0.7886666666666667,0.855,5.333333333333333,-5.608666666666667,0.3333333333333333,0.09149999999999998,0.013239666666666665,0.0008246,0.15083333333333335,0.5476666666666666,119.64133333333332,4.0,220084.0,65.33333333333333,3
DJ ORBITAL,0.743,0.8573333333333334,6.0,-4.222666666666666,0.3333333333333333,0.08923333333333333,0.20906666666666665,0.5435533333333333,0.145,0.353,130.011,4.0,151569.0,62.0,3
Priyansh Srivastava,0.46900000000000003,0.35366666666666663,2.3333333333333335,-10.378333333333334,1.0,0.0341,0.6169333333333333,0.0,0.15236666666666665,0.32966666666666666,140.612,3.3333333333333335,222282.33333333334,55.0,3
Ronit Vinta,0.38433333333333336,0.3343333333333333,2.0,-12.715666666666666,1.0,0.034133333333333335,0.722,0.07712333333333334,0.10233333333333333,0.31066666666666665,124.56433333333332,4.0,188203.66666666666,42.666666666666664,3
Mukesh,0.5273333333333333,0.36400000000000005,4.666666666666667,-11.531333333333334,1.0,0.03763333333333333,0.8083333333333332,3.6e-07,0.413,0.6033333333333334,101.22766666666666,3.6666666666666665,259617.33333333334,55.666666666666664,3
DYGO,0.6956666666666665,0.8956666666666667,3.0,-1.7953333333333334,0.6666666666666666,0.08566666666666667,0.010866666666666669,0.89,0.25133333333333335,0.2343333333333333,116.70600000000002,4.0,97636.0,69.33333333333333,3
Nikhita Gandhi,0.6086666666666667,0.37579999999999997,4.666666666666667,-10.359666666666667,1.0,0.03936666666666667,0.6666666666666666,3.21e-05,0.21133333333333335,0.257,133.88633333333334,3.3333333333333335,221428.66666666666,31.666666666666668,3
Taaruk Raina,0.5,0.49133333333333334,8.0,-10.718666666666666,0.0,0.04343333333333333,0.7086666666666667,0.0003910666666666667,0.12263333333333333,0.3416666666666666,113.59566666666666,4.0,180081.66666666666,54.0,3
Deepson Putuwar,0.3746666666666667,0.217,7.0,-13.046666666666667,1.0,0.031566666666666666,0.7886666666666667,0.5006666666666667,0.13903333333333331,0.25266666666666665,115.54366666666665,3.0,131424.0,18.0,3
Rito Riba,0.5853333333333333,0.5543333333333333,6.666666666666667,-6.888333333333333,0.6666666666666666,0.03663333333333333,0.616,0.0,0.13003333333333333,0.474,139.21233333333336,3.6666666666666665,224380.66666666666,63.0,3
Religious India,0.7766666666666667,0.3746666666666667,4.0,-12.642666666666665,1.0,0.029833333333333333,0.767,0.0007882666666666666,0.09066666666666667,0.515,125.64233333333334,2.3333333333333335,498423.3333333333,62.333333333333336,3
Yb Wasg'ood,0.7116666666666666,0.9093333333333332,3.6666666666666665,-1.1256666666666668,0.0,0.0582,0.08740999999999999,0.6262666666666666,0.4503333333333333,0.4123333333333333,118.66666666666667,4.0,104926.33333333333,70.66666666666667,3
Armonian,0.4683333333333333,0.4223333333333334,6.333333333333333,-13.195666666666668,1.0,0.03573333333333333,0.6813333333333333,0.33699999999999997,0.103,0.327,127.33699999999999,4.0,234716.33333333334,43.0,3
Arijit Singh,0.4343333333333333,0.4283333333333333,5.666666666666667,-8.692,1.0,0.035366666666666664,0.734,0.0004793333333333333,0.12303333333333333,0.302,119.495,3.6666666666666665,272981.3333333333,71.0,3
UdieNnx,0.47500000000000003,0.541,8.333333333333334,-9.541333333333332,0.3333333333333333,0.033800000000000004,0.21673333333333333,0.8653333333333334,0.16533333333333333,0.14786666666666667,116.58733333333333,4.333333333333333,100059.0,72.0,3
WAA,0.7063333333333333,0.9423333333333334,1.3333333333333333,-1.4943333333333335,1.0,0.14266666666666666,0.0008869999999999999,0.06763333333333334,0.09886666666666666,0.44700000000000006,100.83266666666667,4.0,101738.33333333333,75.33333333333333,3
Amitabh Bhattacharya,0.5463333333333333,0.4383333333333333,6.666666666666667,-9.196,1.0,0.0451,0.7583333333333333,0.0020519999999999996,0.19213333333333335,0.527,108.786,3.6666666666666665,235087.33333333334,67.33333333333333,3
Sayeed Quadri,0.502,0.618,6.666666666666667,-6.903,0.6666666666666666,0.05453333333333333,0.5933333333333334,2.996e-05,0.11566666666666665,0.5280333333333332,89.68233333333335,4.0,302084.3333333333,71.33333333333333,3
SXID,0.6493333333333333,0.8296666666666667,4.666666666666667,-1.9403333333333332,1.0,0.048999999999999995,0.16936666666666667,0.11463400000000001,0.19623333333333334,0.10813333333333335,112.57733333333333,4.0,106547.66666666667,72.66666666666667,3
slxughter,0.6816666666666666,0.871,4.333333333333333,-1.9743333333333333,1.0,0.0464,0.2456666666666667,0.3116897,0.14966666666666667,0.5640000000000001,110.242,4.0,108026.33333333333,81.33333333333333,3
King,0.7196666666666666,0.684,8.666666666666666,-6.133333333333334,0.6666666666666666,0.0579,0.41033333333333327,0.0013266666666666667,0.13116666666666665,0.326,97.96533333333333,4.0,230227.33333333334,68.0,3
Javed Ali,0.5686666666666667,0.6933333333333334,2.3333333333333335,-7.856000000000001,0.6666666666666666,0.07553333333333334,0.6183333333333333,0.0,0.1779666666666667,0.4503333333333333,107.67533333333334,3.6666666666666665,283344.6666666667,48.666666666666664,3
KREZUS,0.7883333333333334,0.8146666666666667,5.0,-3.526,0.3333333333333333,0.06643333333333333,0.2511,0.5182666666666668,0.1781,0.614,124.29333333333334,4.0,105468.66666666667,64.66666666666667,3
Kabir Cafe,0.7639999999999999,0.6483333333333333,8.333333333333334,-6.107666666666667,1.0,0.0792,0.5223333333333334,1.06e-06,0.13166666666666668,0.547,100.31733333333334,3.0,290947.6666666667,17.333333333333332,3
Jonita Gandhi,0.5296666666666666,0.5990000000000001,2.3333333333333335,-7.135666666666666,0.6666666666666666,0.0863,0.34650000000000003,0.00016033333333333332,0.16366666666666665,0.4243333333333334,135.29033333333334,3.6666666666666665,216450.0,32.666666666666664,3
Hansika Pareek,0.5733333333333334,0.365,3.3333333333333335,-10.415666666666667,1.0,0.037200000000000004,0.8773333333333334,1.39e-06,0.0906,0.385,98.81733333333334,3.0,174060.33333333334,53.666666666666664,3
HAYLA,0.5446666666666666,0.7243333333333334,8.333333333333334,-5.381666666666667,0.0,0.053733333333333334,0.07513333333333333,0.00017433333333333333,0.317,0.14303333333333332,132.706,4.0,211031.33333333334,62.0,3
cape,0.6343333333333333,0.8586666666666667,3.0,-2.234666666666667,0.6666666666666666,0.06623333333333334,0.13376666666666667,1.7003333333333334e-05,0.154,0.597,112.666,4.0,107134.33333333333,67.0,3
fennecxx,0.638,0.9255,8.0,-1.8305,0.0,0.12915,0.012549999999999999,0.0338,0.5195,0.4325,130.0775,4.0,96923.0,67.5,2
ayv1o,0.905,0.49550000000000005,5.5,-9.988,0.5,0.4285,0.00199,7e-06,0.09885,0.6100000000000001,161.809,4.0,93684.0,71.0,2
bxkq,0.617,0.8180000000000001,5.0,-1.2845,0.0,0.02785,0.0533,4.63e-06,0.307,0.271,106.1255,4.0,130450.5,73.5,2
camoufly,0.6855,0.909,2.0,-5.772,0.5,0.368,0.01865,0.01833,0.08215,0.2615,106.5805,4.0,202585.5,54.0,2
Amaan Ali Bangash,0.547,0.5305,4.5,-7.8255,0.5,0.18875,0.35350000000000004,0.0042749,0.092,0.512,101.792,4.0,258690.5,17.5,2
Amarabha Banerjee,0.484,0.5005,5.5,-9.483,1.0,0.05545,0.756,8.5e-06,0.119,0.36050000000000004,119.01050000000001,3.5,274818.5,1.5,2
Ambi Subramaniam,0.587,0.6910000000000001,4.5,-8.2995,0.5,0.1545,0.4305,0.01240147,0.08099999999999999,0.8414999999999999,149.94299999999998,3.5,311929.0,11.0,2
Amit Kumar,0.6234999999999999,0.507,5.5,-9.909500000000001,0.5,0.0643,0.45146000000000003,0.0012281,0.209,0.36450000000000005,135.32850000000002,3.5,256119.5,66.5,2
Hari & Sukhmani,0.445,0.3185,1.0,-13.903500000000001,1.0,0.0701,0.531,0.00013715,0.07255,0.3645,122.2685,4.0,263409.0,33.0,2
